demographic,category,measure,label,value,r,theme
Grade,AO/AA,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.38,72331,LC
Grade,EO,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.44,71889,LC
Grade,SEO/HEO,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.46,85365,LC
Grade,G6/G7,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.47,39530,LC
Grade,SCS,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.68,5462,LC
Grade,AO/AA,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.35,72331,LC
Grade,EO,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.39,71889,LC
Grade,SEO/HEO,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.45,85365,LC
Grade,G6/G7,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.52,39530,LC
Grade,SCS,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.8,5462,LC
Grade,AO/AA,B42,I feel that change is managed well in [my organisation],0.31,72331,LC
Grade,EO,B42,I feel that change is managed well in [my organisation],0.33,71889,LC
Grade,SEO/HEO,B42,I feel that change is managed well in [my organisation],0.31,85365,LC
Grade,G6/G7,B42,I feel that change is managed well in [my organisation],0.33,39530,LC
Grade,SCS,B42,I feel that change is managed well in [my organisation],0.6,5462,LC
Grade,AO/AA,B43,When changes are made in [my organisation] they are usually for the better,0.26,72331,LC
Grade,EO,B43,When changes are made in [my organisation] they are usually for the better,0.31,71889,LC
Grade,SEO/HEO,B43,When changes are made in [my organisation] they are usually for the better,0.31,85365,LC
Grade,G6/G7,B43,When changes are made in [my organisation] they are usually for the better,0.34,39530,LC
Grade,SCS,B43,When changes are made in [my organisation] they are usually for the better,0.63,5462,LC
Grade,AO/AA,B44,[My organisation] keeps me informed about matters that affect me,0.48,72331,LC
Grade,EO,B44,[My organisation] keeps me informed about matters that affect me,0.54,71889,LC
Grade,SEO/HEO,B44,[My organisation] keeps me informed about matters that affect me,0.57,85365,LC
Grade,G6/G7,B44,[My organisation] keeps me informed about matters that affect me,0.64,39530,LC
Grade,SCS,B44,[My organisation] keeps me informed about matters that affect me,0.84,5462,LC
Grade,AO/AA,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.28,72331,LC
Grade,EO,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.33,71889,LC
Grade,SEO/HEO,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.36,85365,LC
Grade,G6/G7,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.46,39530,LC
Grade,SCS,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.76,5462,LC
Grade,AO/AA,B46,I think it is safe to challenge the way things are done in [my organisation],0.36,72331,LC
Grade,EO,B46,I think it is safe to challenge the way things are done in [my organisation],0.42,71889,LC
Grade,SEO/HEO,B46,I think it is safe to challenge the way things are done in [my organisation],0.47,85365,LC
Grade,G6/G7,B46,I think it is safe to challenge the way things are done in [my organisation],0.55,39530,LC
Grade,SCS,B46,I think it is safe to challenge the way things are done in [my organisation],0.79,5462,LC
Grade,AO/AA,B47,I am proud when I tell others I am part of [my organisation],0.49,72331,EE
Grade,EO,B47,I am proud when I tell others I am part of [my organisation],0.54,71889,EE
Grade,SEO/HEO,B47,I am proud when I tell others I am part of [my organisation],0.59,85365,EE
Grade,G6/G7,B47,I am proud when I tell others I am part of [my organisation],0.66,39530,EE
Grade,SCS,B47,I am proud when I tell others I am part of [my organisation],0.85,5462,EE
Grade,AO/AA,B48,I would recommend [my organisation] as a great place to work,0.44,72331,EE
Grade,EO,B48,I would recommend [my organisation] as a great place to work,0.5,71889,EE
Grade,SEO/HEO,B48,I would recommend [my organisation] as a great place to work,0.53,85365,EE
Grade,G6/G7,B48,I would recommend [my organisation] as a great place to work,0.6,39530,EE
Grade,SCS,B48,I would recommend [my organisation] as a great place to work,0.8,5462,EE
Grade,AO/AA,B49,I feel a strong personal attachment to [my organisation],0.41,72331,EE
Grade,EO,B49,I feel a strong personal attachment to [my organisation],0.48,71889,EE
Grade,SEO/HEO,B49,I feel a strong personal attachment to [my organisation],0.52,85365,EE
Grade,G6/G7,B49,I feel a strong personal attachment to [my organisation],0.57,39530,EE
Grade,SCS,B49,I feel a strong personal attachment to [my organisation],0.77,5462,EE
Grade,AO/AA,B50,[My organisation] inspires me to do the best in my job,0.42,72331,EE
Grade,EO,B50,[My organisation] inspires me to do the best in my job,0.46,71889,EE
Grade,SEO/HEO,B50,[My organisation] inspires me to do the best in my job,0.47,85365,EE
Grade,G6/G7,B50,[My organisation] inspires me to do the best in my job,0.52,39530,EE
Grade,SCS,B50,[My organisation] inspires me to do the best in my job,0.77,5462,EE
Grade,AO/AA,B51,[My organisation] motivates me to help it achieve its objectives,0.4,72331,EE
Grade,EO,B51,[My organisation] motivates me to help it achieve its objectives,0.44,71889,EE
Grade,SEO/HEO,B51,[My organisation] motivates me to help it achieve its objectives,0.44,85365,EE
Grade,G6/G7,B51,[My organisation] motivates me to help it achieve its objectives,0.5,39530,EE
Grade,SCS,B51,[My organisation] motivates me to help it achieve its objectives,0.77,5462,EE
Grade,AO/AA,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.34,72331,TA
Grade,EO,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.4,71889,TA
Grade,SEO/HEO,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.47,85365,TA
Grade,G6/G7,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.58,39530,TA
Grade,SCS,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.85,5462,TA
Grade,AO/AA,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.29,72331,TA
Grade,EO,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.37,71889,TA
Grade,SEO/HEO,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.39,85365,TA
Grade,G6/G7,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.47,39530,TA
Grade,SCS,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.79,5462,TA
Grade,AO/AA,B54,I am trusted to carry out my job effectively,0.87,72331,OC
Grade,EO,B54,I am trusted to carry out my job effectively,0.87,71889,OC
Grade,SEO/HEO,B54,I am trusted to carry out my job effectively,0.89,85365,OC
Grade,G6/G7,B54,I am trusted to carry out my job effectively,0.9,39530,OC
Grade,SCS,B54,I am trusted to carry out my job effectively,0.95,5462,OC
Grade,AO/AA,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.58,72331,OC
Grade,EO,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.67,71889,OC
Grade,SEO/HEO,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.74,85365,OC
Grade,G6/G7,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.77,39530,OC
Grade,SCS,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.89,5462,OC
Grade,AO/AA,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.62,72331,OC
Grade,EO,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.65,71889,OC
Grade,SEO/HEO,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.68,85365,OC
Grade,G6/G7,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.71,39530,OC
Grade,SCS,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.85,5462,OC
Grade,AO/AA,B57,I feel able to challenge inappropriate behaviour in the workplace,0.59,72331,OC
Grade,EO,B57,I feel able to challenge inappropriate behaviour in the workplace,0.64,71889,OC
Grade,SEO/HEO,B57,I feel able to challenge inappropriate behaviour in the workplace,0.69,85365,OC
Grade,G6/G7,B57,I feel able to challenge inappropriate behaviour in the workplace,0.74,39530,OC
Grade,SCS,B57,I feel able to challenge inappropriate behaviour in the workplace,0.9,5462,OC
Grade,AO/AA,B58,My organisation is committed to creating a diverse and inclusive workplace,0.7,72331,OC
Grade,EO,B58,My organisation is committed to creating a diverse and inclusive workplace,0.75,71889,OC
Grade,SEO/HEO,B58,My organisation is committed to creating a diverse and inclusive workplace,0.77,85365,OC
Grade,G6/G7,B58,My organisation is committed to creating a diverse and inclusive workplace,0.81,39530,OC
Grade,SCS,B58,My organisation is committed to creating a diverse and inclusive workplace,0.91,5462,OC
Grade,AO/AA,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.48,72331,VL
Grade,EO,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.55,71889,VL
Grade,SEO/HEO,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.55,85365,VL
Grade,G6/G7,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.62,39530,VL
Grade,SCS,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.8,5462,VL
Grade,AO/AA,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.45,72331,VL
Grade,EO,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.48,71889,VL
Grade,SEO/HEO,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.43,85365,VL
Grade,G6/G7,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.46,39530,VL
Grade,SCS,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.71,5462,VL
Grade,AO/AA,C01_1,I want to leave [my organisation] as soon as possible,0.11,72331,FI
Grade,EO,C01_1,I want to leave [my organisation] as soon as possible,0.1,71889,FI
Grade,SEO/HEO,C01_1,I want to leave [my organisation] as soon as possible,0.08,85365,FI
Grade,G6/G7,C01_1,I want to leave [my organisation] as soon as possible,0.07,39530,FI
Grade,SCS,C01_1,I want to leave [my organisation] as soon as possible,0.04,5462,FI
Grade,AO/AA,C01_2,I want to leave [my organisation] within the next 12 months,0.12,72331,FI
Grade,EO,C01_2,I want to leave [my organisation] within the next 12 months,0.11,71889,FI
Grade,SEO/HEO,C01_2,I want to leave [my organisation] within the next 12 months,0.13,85365,FI
Grade,G6/G7,C01_2,I want to leave [my organisation] within the next 12 months,0.15,39530,FI
Grade,SCS,C01_2,I want to leave [my organisation] within the next 12 months,0.14,5462,FI
Grade,AO/AA,C01_3,I want to stay working for [my organisation] for at least the next year,0.22,72331,FI
Grade,EO,C01_3,I want to stay working for [my organisation] for at least the next year,0.23,71889,FI
Grade,SEO/HEO,C01_3,I want to stay working for [my organisation] for at least the next year,0.29,85365,FI
Grade,G6/G7,C01_3,I want to stay working for [my organisation] for at least the next year,0.36,39530,FI
Grade,SCS,C01_3,I want to stay working for [my organisation] for at least the next year,0.4,5462,FI
Grade,AO/AA,C01_4,I want to stay working for [my organisation] for at least the next three years,0.54,72331,FI
Grade,EO,C01_4,I want to stay working for [my organisation] for at least the next three years,0.56,71889,FI
Grade,SEO/HEO,C01_4,I want to stay working for [my organisation] for at least the next three years,0.5,85365,FI
Grade,G6/G7,C01_4,I want to stay working for [my organisation] for at least the next three years,0.43,39530,FI
Grade,SCS,C01_4,I want to stay working for [my organisation] for at least the next three years,0.42,5462,FI
Grade,AO/AA,D01,Are you aware of the Civil Service Code?,0.83,72331,CS
Grade,EO,D01,Are you aware of the Civil Service Code?,0.91,71889,CS
Grade,SEO/HEO,D01,Are you aware of the Civil Service Code?,0.93,85365,CS
Grade,G6/G7,D01,Are you aware of the Civil Service Code?,0.96,39530,CS
Grade,SCS,D01,Are you aware of the Civil Service Code?,0.97,5462,CS
Grade,AO/AA,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.63,72331,CS
Grade,EO,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.7,71889,CS
Grade,SEO/HEO,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.69,85365,CS
Grade,G6/G7,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.75,39530,CS
Grade,SCS,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.88,5462,CS
Grade,AO/AA,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.6,72331,CS
